sample_id,turn,stage,clarification,intent_seed,specificity,category,typed_constraints,negations,profile_tags,asked_attributes,question,question_diagnostic,candidate_pool_size,top_10,latency_ms,oracle_joined_after_freeze,oracle_scenario_type,oracle_target_asin,diagnostic_target_rank
public_0026,1,reranker,entropy,buying,specific,Running Trail Running,"[{""explicit"": true, ""hard"": true, ""kind"": ""feature"", ""negated"": false, ""source"": ""explicit_requirement"", ""source_turn"": 1, ""strength"": 1.0, ""value"": ""100% Synthetic""}]",[],"[""material"", ""fit""]","[""brand""]",brand,"{""entropy"": 3.1894154236665506, ""value_counts"": {""adidas"": 4, ""asics"": 9, ""brooks"": 1, ""hoka one one"": 1, ""merrell"": 5, ""mizuno"": 1, ""new balance"": 4, ""reebok"": 1, ""ryka"": 1, ""salomon"": 11, ""saucony"": 9, ""skechers"": 1, ""teva"": 1, ""the north face"": 1}}",50,"[""B073K3Z3JM"", ""B002EQAHR4"", ""B008JEWBAG"", ""B0002M13Q6"", ""B0033PSIHQ"", ""B0039UTDFQ"", ""B00BMLXS0U"", ""B00AO3BMPU"", ""B0056EG9MS"", ""B07CZ862B2""]",19.908599992049858,True,buying,B093R14VP1,
public_0026,2,reranker,entropy,buying,specific,Running Trail Running,"[{""explicit"": true, ""hard"": true, ""kind"": ""feature"", ""negated"": false, ""source"": ""explicit_requirement"", ""source_turn"": 1, ""strength"": 1.0, ""value"": ""100% Synthetic""}]",[],"[""material"", ""fit""]","[""brand"", ""feature""]",feature,"{""entropy"": 2.6865978472532923, ""value_counts"": {""100% fabric, mesh, tpu"": 1, ""100% leather_textile"": 1, ""100% mesh"": 1, ""100% mesh and synthetic"": 2, ""100% nylon and synthetic"": 1, ""100% synthetic"": 26, ""100% synthetic and fabric"": 2, ""100% synthetic and mesh"": 7, ""100% synthetic and nylon"": 1, ""100% textile and synthetic"": 1, ""100% textile/synthetic"": 1, ""50% synthetic, 50% mesh"": 2, ""75% synthetic, 25% mesh"": 1, ""mesh"": 1, ""synthetic and mesh"": 1, ""synthetic-and-mesh"": 1}}",50,"[""B073K3Z3JM"", ""B002EQAHR4"", ""B008JEWBAG"", ""B0002M13Q6"", ""B0033PSIHQ"", ""B0039UTDFQ"", ""B00BMLXS0U"", ""B00AO3BMPU"", ""B0056EG9MS"", ""B07CZ862B2""]",19.012400007341057,True,buying,B093R14VP1,
public_0026,3,reranker,entropy,buying,specific,Running Trail Running,"[{""explicit"": true, ""hard"": true, ""kind"": ""feature"", ""negated"": false, ""source"": ""explicit_requirement"", ""source_turn"": 1, ""strength"": 1.0, ""value"": ""100% Synthetic""}, {""explicit"": false, ""hard"": false, ""kind"": ""feature"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 3, ""strength"": 0.7, ""value"": ""Imported""}, {""explicit"": false, ""hard"": false, ""kind"": ""feature"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 3, ""strength"": 0.7, ""value"": ""Rubber sole""}]",[],"[""material"", ""fit""]","[""brand"", ""feature"", ""color""]",color,"{""entropy"": 1.584962500721156, ""value_counts"": {""black"": 1, ""blue"": 1, ""white"": 1}}",50,"[""B0002M13Q6"", ""B008JEWBAG"", ""B00BMLXS0U"", ""B073K3Z3JM"", ""B093R14VP1"", ""B00B9TVIBQ"", ""B00KXIMWVY"", ""B008JFE84W"", ""B07CZ862B2"", ""B00GUTG3SS""]",18.991799996001646,True,buying,B093R14VP1,5
public_0028,1,reranker,entropy,buying,specific,Card Cases & Money Organizers Wallets,"[{""explicit"": true, ""hard"": true, ""kind"": ""material"", ""negated"": false, ""source"": ""explicit_requirement"", ""source_turn"": 1, ""strength"": 1.0, ""value"": ""leather""}]",[],"[""material"", ""fit""]","[""brand""]",brand,"{""entropy"": 5.376629167387822, ""value_counts"": {""belarno"": 1, ""birch leathers"": 1, ""budd leather"": 1, ""buxton"": 2, ""coach"": 1, ""dealstores123"": 2, ""dowco"": 1, ""fossil"": 1, ""gintaxen"": 1, ""gryphen"": 1, ""guess"": 1, ""honbeanify"": 1, ""hot leathers"": 1, ""latico"": 1, ""lb leatherboss"": 1, ""levi's"": 1, ""lodis"": 2, ""marshal"": 2, ""mestart"": 1, ""michael kors"": 1, ""moga"": 1, ""money clamp"": 1, ""moonar"": 1, ""mr.sep"": 1, ""nbfu leather"": 1, ""newhide"": 1, ""number 1 in service"": 1, ""oak leathers"": 1, ""ohm leather"": 1, ""osgoode marley"": 1, ""owl"": 1, ""prada"": 1, ""royce leather"": 1, ""timberland"": 1, ""tom barrington"": 1, ""tumi"": 2, ""u.s. army"": 1, ""uche global"": 1, ""unknown"": 1, ""visconti"": 1, ""wondermolly"": 1, ""y&g"": 1, ""yafeige"": 1}}",50,"[""B0009WOM76"", ""B00BRSVXFK"", ""B008KWRQ48"", ""B00793M0Z4"", ""B006UTCYWM"", ""B0051XTYKI"", ""B00CDWJ3B0"", ""B002JIO3RC"", ""B00AT8IWWQ"", ""B008UZO4KO""]",31.199299992294982,True,buying,B0B9ZYDDZ1,
public_0028,2,reranker,entropy,buying,specific,Card Cases & Money Organizers Wallets,"[{""explicit"": true, ""hard"": true, ""kind"": ""material"", ""negated"": false, ""source"": ""explicit_requirement"", ""source_turn"": 1, ""strength"": 1.0, ""value"": ""leather""}]",[],"[""material"", ""fit""]","[""brand"", ""feature""]",feature,"{""entropy"": 3.880473356498544, ""value_counts"": {""100% genuine leather"": 1, ""100% leather"": 7, ""2 currency compartment"": 1, ""7\"" x 3.5\"" (17 x 9 cm)"": 1, ""78% pu, 22% split leather"": 1, ""90% cow leather , 10% cotton"": 1, ""coach brown signature buckle zip around wallet 43393 skhma"": 1, ""dealstores123 - zippered security compartments"": 1, ""every wallet 100% unique"": 1, ""genuine cow leather (7.5"": 1, ""genuine leather"": 1, ""handcrafted genuine leather wallet"": 1, ""handmade brown"": 1, ""innovative design -- 3 in 1 large capacity accordion wallet,"": 1, ""leather"": 3, ""leather lining"": 13, ""made in usa"": 1, ""made in usa or imported"": 1, ""material: synthetic leather"": 1, ""measures aprox: 9\""(l) 0.5\"" (w) 5\"" (h)"": 1, ""michael kors fulton leather wristlet"": 1, ""size 7.5\""x 3.9\""x 0.8\"""": 1, ""snap closure"": 1, ""soft cowhide nappa"": 1, ""with six different id holders to choose from, you're sure to"": 1}}",50,"[""B0009WOM76"", ""B00BRSVXFK"", ""B008KWRQ48"", ""B00793M0Z4"", ""B006UTCYWM"", ""B0051XTYKI"", ""B00CDWJ3B0"", ""B002JIO3RC"", ""B00AT8IWWQ"", ""B008UZO4KO""]",21.575599996140227,True,buying,B0B9ZYDDZ1,
public_0028,3,reranker,entropy,buying,specific,Card Cases & Money Organizers Wallets,"[{""explicit"": true, ""hard"": true, ""kind"": ""material"", ""negated"": false, ""source"": ""explicit_requirement"", ""source_turn"": 1, ""strength"": 1.0, ""value"": ""leather""}]",[],"[""material"", ""fit""]","[""brand"", ""feature"", ""style""]",style,"{""entropy"": 3.8664957609623607, ""value_counts"": {""audrey"": 1, ""belt wallet"": 2, ""bifold wallet"": 2, ""card case wallet"": 1, ""classic"": 2, ""eloise"": 1, ""expedition ii rfid leather front pocket money clip wallet"": 1, ""extra capacity slimfold wallet"": 1, ""genuine leather rfid blocking passcase security wallets"": 1, ""harper"": 1, ""mens"": 15, ""minimalist"": 2, ""monaco global wallet with coin pocket"": 1, ""money clip wallet"": 1, ""ny simple bifold"": 1, ""organizer wallet"": 1, ""rfid wallet"": 3, ""soft"": 1, ""stephanie rfid blocking under lock & key credit card case w/"": 1, ""unisex-adult"": 3, ""vintage"": 1, ""womens"": 4, ""zippered wallet"": 3}}",50,"[""B0009WOM76"", ""B00BRSVXFK"", ""B008KWRQ48"", ""B00793M0Z4"", ""B006UTCYWM"", ""B0051XTYKI"", ""B00CDWJ3B0"", ""B002JIO3RC"", ""B00AT8IWWQ"", ""B008UZO4KO""]",17.753199994331226,True,buying,B0B9ZYDDZ1,
public_0028,4,reranker,entropy,buying,specific,Card Cases & Money Organizers Wallets,"[{""explicit"": true, ""hard"": true, ""kind"": ""material"", ""negated"": false, ""source"": ""explicit_requirement"", ""source_turn"": 1, ""strength"": 1.0, ""value"": ""leather""}]",[],"[""material"", ""fit""]","[""brand"", ""feature"", ""style"", ""color""]",color,"{""entropy"": 2.2146104475937505, ""value_counts"": {""black"": 16, ""blue"": 3, ""brown"": 13, ""orange"": 1, ""pink"": 2, ""purple"": 2, ""red"": 4}}",50,"[""B0009WOM76"", ""B00BRSVXFK"", ""B008KWRQ48"", ""B00793M0Z4"", ""B006UTCYWM"", ""B0051XTYKI"", ""B00CDWJ3B0"", ""B002JIO3RC"", ""B00AT8IWWQ"", ""B008UZO4KO""]",18.590499996207654,True,buying,B0B9ZYDDZ1,
public_0028,5,reranker,entropy,buying,specific,Card Cases & Money Organizers Wallets,"[{""explicit"": true, ""hard"": true, ""kind"": ""material"", ""negated"": false, ""source"": ""explicit_requirement"", ""source_turn"": 1, ""strength"": 1.0, ""value"": ""leather""}, {""explicit"": false, ""hard"": false, ""kind"": ""color"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 5, ""strength"": 0.7, ""value"": ""color: black""}]",[],"[""material"", ""fit""]","[""brand"", ""feature"", ""style"", ""color"", ""budget""]",budget,"{""entropy"": 1.657742726504889, ""value_counts"": {""under_25"": 5, ""under_50"": 2, ""under_75"": 1, ""under_750"": 1}}",50,"[""B008UZO4KO"", ""B00793M0Z4"", ""B007IW47FC"", ""B008KWRQ48"", ""B002JIO3RC"", ""B008LMNKYW"", ""B0099NSYPM"", ""B01NAAWLXP"", ""B014KPGIG0"", ""B00KI0KOPS""]",149.43140000104904,True,buying,B0B9ZYDDZ1,
public_0028,6,reranker,entropy,buying,specific,Card Cases & Money Organizers Wallets,"[{""explicit"": true, ""hard"": true, ""kind"": ""material"", ""negated"": false, ""source"": ""explicit_requirement"", ""source_turn"": 1, ""strength"": 1.0, ""value"": ""leather""}, {""explicit"": false, ""hard"": false, ""kind"": ""color"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 5, ""strength"": 0.7, ""value"": ""color: black""}]",[],"[""material"", ""fit""]","[""brand"", ""feature"", ""style"", ""color"", ""budget"", ""use_case""]",use_case,"{""entropy"": 1.5, ""value_counts"": {""casual"": 1, ""winter"": 1, ""work"": 2}}",50,"[""B008UZO4KO"", ""B00793M0Z4"", ""B007IW47FC"", ""B008KWRQ48"", ""B002JIO3RC"", ""B008LMNKYW"", ""B0099NSYPM"", ""B01NAAWLXP"", ""B014KPGIG0"", ""B00KI0KOPS""]",25.5190999887418,True,buying,B0B9ZYDDZ1,
public_0028,7,reranker,entropy,buying,specific,Card Cases & Money Organizers Wallets,"[{""explicit"": true, ""hard"": true, ""kind"": ""material"", ""negated"": false, ""source"": ""explicit_requirement"", ""source_turn"": 1, ""strength"": 1.0, ""value"": ""leather""}, {""explicit"": false, ""hard"": false, ""kind"": ""color"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 5, ""strength"": 0.7, ""value"": ""color: black""}]",[],"[""material"", ""fit""]","[""brand"", ""feature"", ""style"", ""color"", ""budget"", ""use_case"", ""size""]",size,"{""entropy"": 1.0, ""value_counts"": {""4 x 8 in."": 1, ""regular"": 1}}",50,"[""B008UZO4KO"", ""B00793M0Z4"", ""B007IW47FC"", ""B008KWRQ48"", ""B002JIO3RC"", ""B008LMNKYW"", ""B0099NSYPM"", ""B01NAAWLXP"", ""B014KPGIG0"", ""B00KI0KOPS""]",28.34740001708269,True,buying,B0B9ZYDDZ1,
public_0028,8,reranker,entropy,buying,specific,Card Cases & Money Organizers Wallets,"[{""explicit"": true, ""hard"": true, ""kind"": ""material"", ""negated"": false, ""source"": ""explicit_requirement"", ""source_turn"": 1, ""strength"": 1.0, ""value"": ""leather""}, {""explicit"": false, ""hard"": false, ""kind"": ""color"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 5, ""strength"": 0.7, ""value"": ""color: black""}]",[],"[""material"", ""fit""]","[""brand"", ""feature"", ""style"", ""color"", ""budget"", ""use_case"", ""size"", ""material""]",material,"{""entropy"": 0.6211884030780174, ""value_counts"": {""cotton"": 2, ""leather"": 45, ""nylon"": 1, ""polyester"": 2}}",50,"[""B008UZO4KO"", ""B00793M0Z4"", ""B007IW47FC"", ""B008KWRQ48"", ""B002JIO3RC"", ""B008LMNKYW"", ""B0099NSYPM"", ""B01NAAWLXP"", ""B014KPGIG0"", ""B00KI0KOPS""]",21.585799986496568,True,buying,B0B9ZYDDZ1,
public_0028,9,reranker,entropy,buying,specific,Card Cases & Money Organizers Wallets,"[{""explicit"": true, ""hard"": true, ""kind"": ""material"", ""negated"": false, ""source"": ""explicit_requirement"", ""source_turn"": 1, ""strength"": 1.0, ""value"": ""leather""}, {""explicit"": false, ""hard"": false, ""kind"": ""color"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 5, ""strength"": 0.7, ""value"": ""color: black""}, {""explicit"": false, ""hard"": false, ""kind"": ""material"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 9, ""strength"": 0.7, ""value"": ""Leather""}, {""explicit"": false, ""hard"": false, ""kind"": ""material"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 9, ""strength"": 0.7, ""value"": ""Polyester lining""}]",[],"[""material"", ""fit""]","[""brand"", ""feature"", ""style"", ""color"", ""budget"", ""use_case"", ""size"", ""material"", ""other""]",other,"{""fallback"": ""fewer_than_two_meaningful_values""}",50,"[""B08172T8MD"", ""B07SQFLSGJ"", ""B008KWRQ48"", ""B00793M0Z4"", ""B008UZO4KO"", ""B014KPGIG0"", ""B07NVXYHLX"", ""B00X6OGGTG"", ""B002JIO3RC"", ""B0099NSYPM""]",19.067500019446015,True,buying,B0B9ZYDDZ1,
public_0028,10,reranker,entropy,buying,specific,Card Cases & Money Organizers Wallets,"[{""explicit"": true, ""hard"": true, ""kind"": ""material"", ""negated"": false, ""source"": ""explicit_requirement"", ""source_turn"": 1, ""strength"": 1.0, ""value"": ""leather""}, {""explicit"": false, ""hard"": false, ""kind"": ""color"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 5, ""strength"": 0.7, ""value"": ""color: black""}, {""explicit"": false, ""hard"": false, ""kind"": ""material"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 9, ""strength"": 0.7, ""value"": ""Leather""}, {""explicit"": false, ""hard"": false, ""kind"": ""material"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 9, ""strength"": 0.7, ""value"": ""Polyester lining""}]",[],"[""material"", ""fit""]","[""brand"", ""feature"", ""style"", ""color"", ""budget"", ""use_case"", ""size"", ""material"", ""other""]",other,"{""fallback"": ""fewer_than_two_meaningful_values""}",50,"[""B08172T8MD"", ""B07SQFLSGJ"", ""B008KWRQ48"", ""B00793M0Z4"", ""B008UZO4KO"", ""B014KPGIG0"", ""B07NVXYHLX"", ""B00X6OGGTG"", ""B002JIO3RC"", ""B0099NSYPM""]",21.16480001132004,True,buying,B0B9ZYDDZ1,
public_0035,1,reranker,entropy,browsing,exploratory,Athletic Walking,[],[],"[""material"", ""performance"", ""durability""]","[""brand""]",brand,"{""entropy"": 6.063856189774724, ""value_counts"": {""ablanczoom"": 1, ""adidas"": 4, ""akk"": 1, ""aodong"": 1, ""ashion"": 1, ""azooken"": 2, ""bmcitybm"": 1, ""brooks"": 1, ""bruno marc"": 1, ""camel"": 1, ""chenghe"": 1, ""columbia"": 1, ""correct-position"": 1, ""cross country track and field gift apparel"": 1, ""dafajgy"": 1, ""duoro"": 1, ""elaphurus"": 1, ""escort runners"": 1, ""evolv"": 1, ""ezkrwxn"": 2, ""fandee"": 1, ""filwo"": 1, ""gemax"": 1, ""generic"": 1, ""gesimei"": 1, ""gomnear"": 1, ""grition"": 1, ""hawkwell"": 1, ""hi-tec"": 1, ""interestprint"": 1, ""jee trum"": 1, ""jenn ardor"": 2, ""konhill"": 1, ""krimus"": 1, ""lamincoa"": 1, ""lancrop"": 1, ""littleplum"": 1, ""luprine"": 1, ""naikoyo"": 1, ""new balance"": 4, ""nike"": 1, ""obymeus"": 1, ""odema"": 1, ""pamray"": 1, ""pau1hami1ton"": 1, ""pozvnn"": 1, ""retro blue"": 1, ""runic"": 1, ""runmaxx"": 1, ""ryka"": 2, ""salomon"": 1, ""screenshot sports"": 2, ""sdolphin"": 2, ""shinfly"": 1, ""shoeict"": 1, ""sixxin"": 1, ""skdoiul"": 2, ""skechers"": 8, ""socviis"": 2, ""start"": 1, ""stq"": 1, ""talanes"": 1, ""tiamou"": 1, ""tiosebon"": 2, ""topo athletic"": 1, ""topteck"": 1, ""tsiodfo"": 1, ""tsla"": 1, ""under armour"": 1, ""ushobe"": 1, ""usyfakgh"": 1, ""vogana"": 1, ""vooncosir"": 1, ""wantdo"": 1, ""watelves"": 1, ""weweya"": 1, ""yhoon"": 1, ""yyz"": 1}}",100,"[""B0925MM7CD"", ""B0B6TPKVHX"", ""B08ZK7NZBX"", ""B09YQCNHZG"", ""B0BLRS4D39"", ""B019ELI8TA"", ""B07L3W74QQ"", ""B08RMT7665"", ""B09D96W56J"", ""B00MES8EIQ""]",22.497500001918525,True,boundary,B0BN6CCHB7,
public_0035,2,reranker,entropy,browsing,exploratory,Athletic Walking,[],[],"[""material"", ""performance"", ""durability""]","[""brand"", ""feature""]",feature,"{""entropy"": 4.377469449769275, ""value_counts"": {""100% mesh"": 1, ""100% mesh and leather"": 1, ""100% other fibers"": 1, ""100% suede/synthetic"": 1, ""100% synthetic"": 7, ""100% textile"": 2, ""100% textile/synthetic"": 1, ""75% suede/25% mesh"": 1, ""75% synthetic, 25% mesh"": 1, ""80% synthetic, 20% leather upper"": 1, ""85% cotton / 15% polyester"": 1, ""breathability: upper for high breathability that allows kid\u2019"": 1, ""carry your gym shoes separately or separate your sweaty clot"": 1, ""drawstring closure"": 1, ""ethylene vinyl acetate sole"": 2, ""fabric"": 1, ""fabric mixed with gold thread"": 1, ""imported"": 6, ""knit mesh"": 1, ""lightweight eva sole"": 1, ""md sole"": 2, ""mesh"": 3, ""our running shoes are a great gift for young girls or women "": 1, ""phylon sole"": 1, ""polyster"": 1, ""polyurethane sole"": 2, ""rubber sole"": 21, ""shoes water for women woman mens womens men golf kids hiking"": 1, ""solid colors: 80% cotton, 20% polyester; heather grey: 78% c"": 1, ""synthetic sole"": 1, ""textile and md"": 1, ""the topo difference: topo athletic designs athletic shoes th"": 1, ""thermoplastic rubber sole"": 1, ""vibram sole --unique diamond shape lugs on vibram outsole ar"": 1, ""womens walking shoes wide width"": 1, ""zipper closure"": 2, ""\u27a4solid color /comfortable walking running tennis sneakers sh"": 1, ""\ud83d\udc5f breathable upper: durable mesh upper with good stretch tha"": 1}}",100,"[""B0925MM7CD"", ""B0B6TPKVHX"", ""B08ZK7NZBX"", ""B09YQCNHZG"", ""B0BLRS4D39"", ""B019ELI8TA"", ""B07L3W74QQ"", ""B08RMT7665"", ""B09D96W56J"", ""B00MES8EIQ""]",18.593000015243888,True,boundary,B0BN6CCHB7,
public_0035,3,reranker,entropy,browsing,specific,Athletic Walking,"[{""explicit"": false, ""hard"": false, ""kind"": ""feature"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 3, ""strength"": 0.7, ""value"": ""100% Textile""}, {""explicit"": false, ""hard"": false, ""kind"": ""feature"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 3, ""strength"": 0.7, ""value"": ""Imported""}]",[],"[""material"", ""performance"", ""durability""]","[""brand"", ""feature"", ""color""]",color,"{""entropy"": 2.4193819456463714, ""value_counts"": {""black"": 3, ""blue"": 1, ""brown"": 1, ""green"": 2, ""grey"": 1, ""white"": 1}}",50,"[""B00HF6K5ZM"", ""B00MES8EIQ"", ""B00ITKSNFM"", ""B00UZ23FRI"", ""B00I9TMYVC"", ""B00ITKT4XM"", ""B09JLJP8VS"", ""B01I42AKS2"", ""B078GTVCS6"", ""B0BN6CCHB7""]",235.851300007198,True,boundary,B0BN6CCHB7,10
public_0039,1,reranker,entropy,browsing,exploratory,Women Jerseys,[],[],"[""comfort"", ""performance"", ""durability"", ""style""]","[""brand""]",brand,"{""entropy"": 5.355175975368542, ""value_counts"": {""adidas"": 8, ""adidas originals"": 3, ""alternative"": 1, ""altland"": 1, ""amazon essentials"": 2, ""american apparel"": 1, ""anivivo"": 1, ""apparel sense"": 1, ""arza sports"": 1, ""augusta sportswear"": 1, ""awesome21"": 1, ""badger sport"": 1, ""bh b.i.l.y usa"": 1, ""cafepress"": 1, ""canari cyclewear"": 1, ""casmyd"": 1, ""champion"": 2, ""cloya"": 1, ""club ride"": 1, ""cortese designs"": 1, ""daily ritual"": 8, ""ejwqwqe"": 1, ""free spirit wear"": 1, ""fryaid"": 1, ""genluna"": 1, ""gicaer"": 1, ""goodthreads"": 1, ""hill killer"": 1, ""isotoner"": 1, ""j2 sport"": 1, ""jpojpo"": 1, ""jwm"": 1, ""lady 12"": 1, ""lat"": 1, ""logopop"": 1, ""maarring"": 1, ""manstore"": 1, ""mlm fashion"": 1, ""moco"": 1, ""next level"": 1, ""nike"": 15, ""nouveaux"": 1, ""pearl izumi"": 3, ""polo ralph lauren"": 1, ""primal"": 3, ""rayiisuy"": 1, ""sampeel"": 1, ""scudopro"": 1, ""sgmwvb"": 1, ""spiritforged apparel"": 1, ""sport-tek"": 1, ""sports novelties"": 1, ""style"": 1, ""sundry"": 1, ""teeamore"": 1, ""thomsontan"": 1, ""under armour"": 2, ""urban cycling apparel"": 1, ""vans"": 1, ""weimostar"": 2, ""world jerseys"": 1, ""worth"": 1}}",100,"[""B009GJ6WLM"", ""B09KMX2SZR"", ""B008WICX9S"", ""B077Y6TRFD"", ""B088B5V3D5"", ""B07Y8F4JTC"", ""B01CE5HHAY"", ""B004R1NN4S"", ""B084B4VYMR"", ""B00R8KLOWI""]",34.27489998284727,True,browsing,B07TZCJW9X,
public_0039,2,reranker,entropy,browsing,exploratory,Women Jerseys,[],[],"[""comfort"", ""performance"", ""durability"", ""style""]","[""brand"", ""feature""]",feature,"{""entropy"": 5.104171947610854, ""value_counts"": {""100% brushed jersey sweater knit: 78.5% acrylic/19% nylon/2."": 1, ""100% cotton"": 4, ""100% moisture wicking fabric."": 1, ""100% polyester"": 19, ""15% cotton, 75% polyester, 10% spandex"": 1, ""33% viscose, 23% nylon, 22% wool, 18% cotton, 4% cashmere"": 1, ""40% polyester"": 1, ""50% polyester, 38% cotton, 12% rayon"": 1, ""60% combed cotton, 40% polyester"": 1, ""60% combed ringspun cotton, 40% polyester"": 1, ""60% cotton, 40% polyester"": 2, ""68% cotton/30% nylon/2% spandex"": 1, ""70% cotton, 30% polyester"": 1, ""75%cotton 22%nylon 3%spandex"": 1, ""80% polyester, 20% cotton"": 1, ""80% polyester, 20% spandex"": 1, ""84% recycled polyester, 16% elastane"": 1, ""88% polyester, 12% spandex"": 1, ""90% polyester, 10% elastane"": 1, ""90% polyester/10% lycra jersey with hydrophilic finish"": 1, ""92% polyester/ 8% spandex jersey"": 1, ""93% polyester, 3% natural latex rubber, 2% spandex, 2% nylon"": 2, ""95% polyester / 5% lycra jersey"": 1, ""95% rayon, 5% elastane"": 1, ""95% rayon, 5% spandex"": 3, ""95% viscose, 5% elastane"": 6, ""aawdrs0007 (55% polyester 40% rayon 5% spandex)"": 1, ""body: 91% nylon, 9% spandex inner cup: 87% nylon, 13% lycra "": 1, ""cotton blend"": 1, ""cotton+polyester"": 1, ""drawstring closure"": 3, ""elastic,jersey,spandex,rayon"": 1, ""fabric -- 60% polyester,35% rayon and 5% spandex"": 1, ""front panel lining: 43% nylon/40% polyester/17% spandex;cent"": 1, ""importado"": 1, ""jersey"": 6, ""jersey,cotton"": 1, ""jersey,polyester"": 2, ""jersey,polyester,net"": 1, ""machine wash"": 1, ""made in the usa"": 1, ""main body: 92% polyester, 8% elastane side panels and piping"": 1, ""mesh"": 2, ""mesh,polyester"": 1, ""micro jersey, 50% cotton - 50% lensing modal (lensing modal "": 1, ""polyester"": 1, ""polyester,spandex"": 1, ""pull on closure"": 2, ""reasonable price"": 1, ""regular: [95% rayon 5% spandex] & light sweater: [60% polyes"": 1, ""ring-spun cotton,jersey,polyester,spandex"": 1, ""shell: 95% cotton, 5% spandex"": 1, ""solid colors: 100% cotton; heather grey: 90% cotton, 10% pol"": 1, ""tag l for chest 34-36\"""": 1, ""team colored solid white one color wig; one size fits most"": 1}}",100,"[""B009GJ6WLM"", ""B09KMX2SZR"", ""B008WICX9S"", ""B077Y6TRFD"", ""B088B5V3D5"", ""B07Y8F4JTC"", ""B01CE5HHAY"", ""B004R1NN4S"", ""B084B4VYMR"", ""B00R8KLOWI""]",23.024599999189377,True,browsing,B07TZCJW9X,
public_0039,3,reranker,entropy,browsing,specific,Women Jerseys,"[{""explicit"": false, ""hard"": false, ""kind"": ""feature"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 3, ""strength"": 0.7, ""value"": ""Zipper closure""}, {""explicit"": false, ""hard"": false, ""kind"": ""feature"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 3, ""strength"": 0.7, ""value"": ""Hand Wash Only""}]",[],"[""comfort"", ""performance"", ""durability"", ""style""]","[""brand"", ""feature"", ""use_case""]",use_case,"{""entropy"": 2.4592908611573847, ""value_counts"": {""casual"": 7, ""hiking"": 3, ""outdoor"": 1, ""running"": 3, ""sports"": 1, ""winter"": 9, ""work"": 7}}",50,"[""B07TZCJW9X"", ""B08KXMJSZK"", ""B079JFMZ18"", ""B003O2TNSQ"", ""B07GD9HL4J"", ""B00N9TVN0K"", ""B003BLOWMW"", ""B018S9VM24"", ""B0056QQNEA"", ""B08HHB8DZJ""]",228.22719998657703,True,browsing,B07TZCJW9X,1
