sample_id,scenario_type,constraint_position,constraint,field,occurs_exactly_in_target_field,all_matching_fields,matching_field_count,category_only_target_rank,with_constraint_target_rank,rank_improvement,oracle_only
public_0046,intent_override,2,"44% Acrylic, 28% Cotton, 20% Merino Wool, 8% Polyester",title,False,"[""features""]",1,19,20,-1,True
public_0046,intent_override,2,"44% Acrylic, 28% Cotton, 20% Merino Wool, 8% Polyester",features,True,"[""features""]",1,605,1,604,True
public_0046,intent_override,2,"44% Acrylic, 28% Cotton, 20% Merino Wool, 8% Polyester",details,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0046,intent_override,2,"44% Acrylic, 28% Cotton, 20% Merino Wool, 8% Polyester",description,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0046,intent_override,2,"44% Acrylic, 28% Cotton, 20% Merino Wool, 8% Polyester",categories,False,"[""features""]",1,21,21,0,True
public_0046,intent_override,2,"44% Acrylic, 28% Cotton, 20% Merino Wool, 8% Polyester",store,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0046,intent_override,2,"44% Acrylic, 28% Cotton, 20% Merino Wool, 8% Polyester",price,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0046,intent_override,3,Imported,title,False,"[""features""]",1,19,19,0,True
public_0046,intent_override,3,Imported,features,True,"[""features""]",1,605,671,-66,True
public_0046,intent_override,3,Imported,details,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0046,intent_override,3,Imported,description,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0046,intent_override,3,Imported,categories,False,"[""features""]",1,21,21,0,True
public_0046,intent_override,3,Imported,store,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0046,intent_override,3,Imported,price,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0046,intent_override,4,No Closure closure,title,False,"[""features""]",1,19,21,-2,True
public_0046,intent_override,4,No Closure closure,features,True,"[""features""]",1,605,373,232,True
public_0046,intent_override,4,No Closure closure,details,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0046,intent_override,4,No Closure closure,description,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0046,intent_override,4,No Closure closure,categories,False,"[""features""]",1,21,21,0,True
public_0046,intent_override,4,No Closure closure,store,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0046,intent_override,4,No Closure closure,price,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0047,browsing,1,polyester,title,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0047,browsing,1,polyester,features,True,"[""features""]",1,not_retrieved,4652,,True
public_0047,browsing,1,polyester,details,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0047,browsing,1,polyester,description,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0047,browsing,1,polyester,categories,False,"[""features""]",1,33,33,0,True
public_0047,browsing,1,polyester,store,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0047,browsing,1,polyester,price,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0047,browsing,2,color: pink,title,False,[],0,not_retrieved,not_retrieved,,True
public_0047,browsing,2,color: pink,features,False,[],0,not_retrieved,140,,True
public_0047,browsing,2,color: pink,details,False,[],0,not_retrieved,not_retrieved,,True
public_0047,browsing,2,color: pink,description,False,[],0,not_retrieved,not_retrieved,,True
public_0047,browsing,2,color: pink,categories,False,[],0,33,38,-5,True
public_0047,browsing,2,color: pink,store,False,[],0,not_retrieved,not_retrieved,,True
public_0047,browsing,2,color: pink,price,False,[],0,not_retrieved,not_retrieved,,True
public_0047,browsing,3,100% Polyester,title,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0047,browsing,3,100% Polyester,features,True,"[""features""]",1,not_retrieved,2132,,True
public_0047,browsing,3,100% Polyester,details,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0047,browsing,3,100% Polyester,description,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0047,browsing,3,100% Polyester,categories,False,"[""features""]",1,33,41,-8,True
public_0047,browsing,3,100% Polyester,store,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0047,browsing,3,100% Polyester,price,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0047,browsing,4,Adjustable closure,title,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0047,browsing,4,Adjustable closure,features,True,"[""features""]",1,not_retrieved,1703,,True
public_0047,browsing,4,Adjustable closure,details,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0047,browsing,4,Adjustable closure,description,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0047,browsing,4,Adjustable closure,categories,False,"[""features""]",1,33,33,0,True
public_0047,browsing,4,Adjustable closure,store,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0047,browsing,4,Adjustable closure,price,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0048,browsing,1,100% Synthetic,title,False,"[""features""]",1,73,125,-52,True
public_0048,browsing,1,100% Synthetic,features,True,"[""features""]",1,not_retrieved,2614,,True
public_0048,browsing,1,100% Synthetic,details,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0048,browsing,1,100% Synthetic,description,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0048,browsing,1,100% Synthetic,categories,False,"[""features""]",1,8,8,0,True
public_0048,browsing,1,100% Synthetic,store,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0048,browsing,1,100% Synthetic,price,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0048,browsing,2,Rubber sole,title,False,"[""features""]",1,73,167,-94,True
public_0048,browsing,2,Rubber sole,features,True,"[""features""]",1,not_retrieved,5792,,True
public_0048,browsing,2,Rubber sole,details,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0048,browsing,2,Rubber sole,description,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0048,browsing,2,Rubber sole,categories,False,"[""features""]",1,8,8,0,True
public_0048,browsing,2,Rubber sole,store,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0048,browsing,2,Rubber sole,price,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0048,browsing,3,FEATURES: Infinity style cleats are constructed from durable synthetic materials that are water resistant. Easily adjustable laces allow these shoes to easily form to your foot,title,False,"[""features""]",1,73,42,31,True
public_0048,browsing,3,FEATURES: Infinity style cleats are constructed from durable synthetic materials that are water resistant. Easily adjustable laces allow these shoes to easily form to your foot,features,True,"[""features""]",1,not_retrieved,1,,True
public_0048,browsing,3,FEATURES: Infinity style cleats are constructed from durable synthetic materials that are water resistant. Easily adjustable laces allow these shoes to easily form to your foot,details,False,"[""features""]",1,not_retrieved,171,,True
public_0048,browsing,3,FEATURES: Infinity style cleats are constructed from durable synthetic materials that are water resistant. Easily adjustable laces allow these shoes to easily form to your foot,description,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0048,browsing,3,FEATURES: Infinity style cleats are constructed from durable synthetic materials that are water resistant. Easily adjustable laces allow these shoes to easily form to your foot,categories,False,"[""features""]",1,8,11,-3,True
public_0048,browsing,3,FEATURES: Infinity style cleats are constructed from durable synthetic materials that are water resistant. Easily adjustable laces allow these shoes to easily form to your foot,store,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0048,browsing,3,FEATURES: Infinity style cleats are constructed from durable synthetic materials that are water resistant. Easily adjustable laces allow these shoes to easily form to your foot,price,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0048,browsing,4,RUGGED OUTSOLE: Our flexible rubber outsoles have a two tone design and feature rugged studs to aid with traction on turf and outdoor fields,title,False,"[""features""]",1,73,928,-855,True
public_0048,browsing,4,RUGGED OUTSOLE: Our flexible rubber outsoles have a two tone design and feature rugged studs to aid with traction on turf and outdoor fields,features,True,"[""features""]",1,not_retrieved,1,,True
public_0048,browsing,4,RUGGED OUTSOLE: Our flexible rubber outsoles have a two tone design and feature rugged studs to aid with traction on turf and outdoor fields,details,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0048,browsing,4,RUGGED OUTSOLE: Our flexible rubber outsoles have a two tone design and feature rugged studs to aid with traction on turf and outdoor fields,description,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0048,browsing,4,RUGGED OUTSOLE: Our flexible rubber outsoles have a two tone design and feature rugged studs to aid with traction on turf and outdoor fields,categories,False,"[""features""]",1,8,11,-3,True
public_0048,browsing,4,RUGGED OUTSOLE: Our flexible rubber outsoles have a two tone design and feature rugged studs to aid with traction on turf and outdoor fields,store,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0048,browsing,4,RUGGED OUTSOLE: Our flexible rubber outsoles have a two tone design and feature rugged studs to aid with traction on turf and outdoor fields,price,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0049,browsing,1,leather,title,True,"[""title"", ""features""]",2,3,4,-1,True
public_0049,browsing,1,leather,features,True,"[""title"", ""features""]",2,69,64,5,True
public_0049,browsing,1,leather,details,False,"[""title"", ""features""]",2,not_retrieved,not_retrieved,,True
public_0049,browsing,1,leather,description,False,"[""title"", ""features""]",2,not_retrieved,not_retrieved,,True
public_0049,browsing,1,leather,categories,False,"[""title"", ""features""]",2,586,586,0,True
public_0049,browsing,1,leather,store,False,"[""title"", ""features""]",2,not_retrieved,not_retrieved,,True
public_0049,browsing,1,leather,price,False,"[""title"", ""features""]",2,not_retrieved,not_retrieved,,True
public_0049,browsing,2,color: brown,title,False,[],0,3,1,2,True
public_0049,browsing,2,color: brown,features,False,[],0,69,107,-38,True
public_0049,browsing,2,color: brown,details,False,[],0,not_retrieved,not_retrieved,,True
public_0049,browsing,2,color: brown,description,False,[],0,not_retrieved,not_retrieved,,True
public_0049,browsing,2,color: brown,categories,False,[],0,586,586,0,True
public_0049,browsing,2,color: brown,store,False,[],0,not_retrieved,not_retrieved,,True
public_0049,browsing,2,color: brown,price,False,[],0,not_retrieved,not_retrieved,,True
public_0049,browsing,3,Rubber sole,title,False,"[""features""]",1,3,6,-3,True
public_0049,browsing,3,Rubber sole,features,True,"[""features""]",1,69,49,20,True
public_0049,browsing,3,Rubber sole,details,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0049,browsing,3,Rubber sole,description,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0049,browsing,3,Rubber sole,categories,False,"[""features""]",1,586,586,0,True
public_0049,browsing,3,Rubber sole,store,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0049,browsing,3,Rubber sole,price,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0049,browsing,4,"👟BEST MATERIAL.These mens shoes casual slip on has premium microfiber leather upper,soft rubber sole.It's a good choice for outdoor all season",title,False,"[""features""]",1,3,8,-5,True
public_0049,browsing,4,"👟BEST MATERIAL.These mens shoes casual slip on has premium microfiber leather upper,soft rubber sole.It's a good choice for outdoor all season",features,True,"[""features""]",1,69,1,68,True
public_0049,browsing,4,"👟BEST MATERIAL.These mens shoes casual slip on has premium microfiber leather upper,soft rubber sole.It's a good choice for outdoor all season",details,False,"[""features""]",1,not_retrieved,4102,,True
public_0049,browsing,4,"👟BEST MATERIAL.These mens shoes casual slip on has premium microfiber leather upper,soft rubber sole.It's a good choice for outdoor all season",description,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0049,browsing,4,"👟BEST MATERIAL.These mens shoes casual slip on has premium microfiber leather upper,soft rubber sole.It's a good choice for outdoor all season",categories,False,"[""features""]",1,586,587,-1,True
public_0049,browsing,4,"👟BEST MATERIAL.These mens shoes casual slip on has premium microfiber leather upper,soft rubber sole.It's a good choice for outdoor all season",store,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0049,browsing,4,"👟BEST MATERIAL.These mens shoes casual slip on has premium microfiber leather upper,soft rubber sole.It's a good choice for outdoor all season",price,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0050,boundary,1,leather,title,True,"[""title"", ""features""]",2,32,12,20,True
public_0050,boundary,1,leather,features,True,"[""title"", ""features""]",2,4138,4657,-519,True
public_0050,boundary,1,leather,details,False,"[""title"", ""features""]",2,not_retrieved,not_retrieved,,True
public_0050,boundary,1,leather,description,False,"[""title"", ""features""]",2,not_retrieved,not_retrieved,,True
public_0050,boundary,1,leather,categories,False,"[""title"", ""features""]",2,24,24,0,True
public_0050,boundary,1,leather,store,False,"[""title"", ""features""]",2,32,32,0,True
public_0050,boundary,1,leather,price,False,"[""title"", ""features""]",2,not_retrieved,not_retrieved,,True
public_0050,boundary,2,100% Leather,title,False,"[""features""]",1,32,12,20,True
public_0050,boundary,2,100% Leather,features,True,"[""features""]",1,4138,5054,-916,True
public_0050,boundary,2,100% Leather,details,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0050,boundary,2,100% Leather,description,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0050,boundary,2,100% Leather,categories,False,"[""features""]",1,24,24,0,True
public_0050,boundary,2,100% Leather,store,False,"[""features""]",1,32,32,0,True
public_0050,boundary,2,100% Leather,price,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0050,boundary,3,EVA/Rubber sole,title,False,"[""features""]",1,32,36,-4,True
public_0050,boundary,3,EVA/Rubber sole,features,True,"[""features""]",1,4138,4625,-487,True
public_0050,boundary,3,EVA/Rubber sole,details,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0050,boundary,3,EVA/Rubber sole,description,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0050,boundary,3,EVA/Rubber sole,categories,False,"[""features""]",1,24,24,0,True
public_0050,boundary,3,EVA/Rubber sole,store,False,"[""features""]",1,32,38,-6,True
public_0050,boundary,3,EVA/Rubber sole,price,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0050,boundary,4,Shaft measures approximately 6inch from arch,title,False,"[""features""]",1,32,33,-1,True
public_0050,boundary,4,Shaft measures approximately 6inch from arch,features,True,"[""features""]",1,4138,1732,2406,True
public_0050,boundary,4,Shaft measures approximately 6inch from arch,details,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0050,boundary,4,Shaft measures approximately 6inch from arch,description,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0050,boundary,4,Shaft measures approximately 6inch from arch,categories,False,"[""features""]",1,24,24,0,True
public_0050,boundary,4,Shaft measures approximately 6inch from arch,store,False,"[""features""]",1,32,33,-1,True
public_0050,boundary,4,Shaft measures approximately 6inch from arch,price,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0051,browsing,1,Rubber sole,title,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0051,browsing,1,Rubber sole,features,True,"[""features""]",1,not_retrieved,6373,,True
public_0051,browsing,1,Rubber sole,details,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0051,browsing,1,Rubber sole,description,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0051,browsing,1,Rubber sole,categories,False,"[""features""]",1,168,168,0,True
public_0051,browsing,1,Rubber sole,store,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0051,browsing,1,Rubber sole,price,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0051,browsing,2,Skechers Go Walk 5-True shoe is designed with high-rebound comfort pillar technology underfoot that reacts to your every step for the ultimate comfort,title,False,"[""features""]",1,not_retrieved,1,,True
public_0051,browsing,2,Skechers Go Walk 5-True shoe is designed with high-rebound comfort pillar technology underfoot that reacts to your every step for the ultimate comfort,features,True,"[""features""]",1,not_retrieved,1,,True
public_0051,browsing,2,Skechers Go Walk 5-True shoe is designed with high-rebound comfort pillar technology underfoot that reacts to your every step for the ultimate comfort,details,False,"[""features""]",1,not_retrieved,879,,True
public_0051,browsing,2,Skechers Go Walk 5-True shoe is designed with high-rebound comfort pillar technology underfoot that reacts to your every step for the ultimate comfort,description,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0051,browsing,2,Skechers Go Walk 5-True shoe is designed with high-rebound comfort pillar technology underfoot that reacts to your every step for the ultimate comfort,categories,False,"[""features""]",1,168,182,-14,True
public_0051,browsing,2,Skechers Go Walk 5-True shoe is designed with high-rebound comfort pillar technology underfoot that reacts to your every step for the ultimate comfort,store,False,"[""features""]",1,not_retrieved,440,,True
public_0051,browsing,2,Skechers Go Walk 5-True shoe is designed with high-rebound comfort pillar technology underfoot that reacts to your every step for the ultimate comfort,price,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0051,browsing,3,Our Go Walk 5-True shoe is made with Skechers Air Cooled Goga Mat a breathable insole that provides high-rebound cushioning,title,False,"[""features""]",1,not_retrieved,1,,True
public_0051,browsing,3,Our Go Walk 5-True shoe is made with Skechers Air Cooled Goga Mat a breathable insole that provides high-rebound cushioning,features,True,"[""features""]",1,not_retrieved,1,,True
public_0051,browsing,3,Our Go Walk 5-True shoe is made with Skechers Air Cooled Goga Mat a breathable insole that provides high-rebound cushioning,details,False,"[""features""]",1,not_retrieved,544,,True
public_0051,browsing,3,Our Go Walk 5-True shoe is made with Skechers Air Cooled Goga Mat a breathable insole that provides high-rebound cushioning,description,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0051,browsing,3,Our Go Walk 5-True shoe is made with Skechers Air Cooled Goga Mat a breathable insole that provides high-rebound cushioning,categories,False,"[""features""]",1,168,172,-4,True
public_0051,browsing,3,Our Go Walk 5-True shoe is made with Skechers Air Cooled Goga Mat a breathable insole that provides high-rebound cushioning,store,False,"[""features""]",1,not_retrieved,395,,True
public_0051,browsing,3,Our Go Walk 5-True shoe is made with Skechers Air Cooled Goga Mat a breathable insole that provides high-rebound cushioning,price,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0051,browsing,4,Our Skechers shoe provides a dual density outsole for added stability and support,title,False,"[""features""]",1,not_retrieved,743,,True
public_0051,browsing,4,Our Skechers shoe provides a dual density outsole for added stability and support,features,True,"[""features""]",1,not_retrieved,1,,True
public_0051,browsing,4,Our Skechers shoe provides a dual density outsole for added stability and support,details,False,"[""features""]",1,not_retrieved,508,,True
public_0051,browsing,4,Our Skechers shoe provides a dual density outsole for added stability and support,description,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0051,browsing,4,Our Skechers shoe provides a dual density outsole for added stability and support,categories,False,"[""features""]",1,168,171,-3,True
public_0051,browsing,4,Our Skechers shoe provides a dual density outsole for added stability and support,store,False,"[""features""]",1,not_retrieved,351,,True
public_0051,browsing,4,Our Skechers shoe provides a dual density outsole for added stability and support,price,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0052,intent_override,1,polyester,title,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0052,intent_override,1,polyester,features,True,"[""features""]",1,not_retrieved,5946,,True
public_0052,intent_override,1,polyester,details,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0052,intent_override,1,polyester,description,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0052,intent_override,1,polyester,categories,False,"[""features""]",1,456,456,0,True
public_0052,intent_override,1,polyester,store,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0052,intent_override,1,polyester,price,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0052,intent_override,2,60% polyester,title,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0052,intent_override,2,60% polyester,features,True,"[""features""]",1,not_retrieved,543,,True
public_0052,intent_override,2,60% polyester,details,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0052,intent_override,2,60% polyester,description,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0052,intent_override,2,60% polyester,categories,False,"[""features""]",1,456,456,0,True
public_0052,intent_override,2,60% polyester,store,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0052,intent_override,2,60% polyester,price,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0052,intent_override,3,Button closure,title,False,"[""features""]",1,not_retrieved,1343,,True
public_0052,intent_override,3,Button closure,features,True,"[""features""]",1,not_retrieved,2363,,True
public_0052,intent_override,3,Button closure,details,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0052,intent_override,3,Button closure,description,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0052,intent_override,3,Button closure,categories,False,"[""features""]",1,456,456,0,True
public_0052,intent_override,3,Button closure,store,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0052,intent_override,3,Button closure,price,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0052,intent_override,4,Hand Wash Only,title,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0052,intent_override,4,Hand Wash Only,features,True,"[""features""]",1,not_retrieved,3182,,True
public_0052,intent_override,4,Hand Wash Only,details,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0052,intent_override,4,Hand Wash Only,description,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0052,intent_override,4,Hand Wash Only,categories,False,"[""features""]",1,456,457,-1,True
public_0052,intent_override,4,Hand Wash Only,store,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0052,intent_override,4,Hand Wash Only,price,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0053,buying,1,leather,title,False,"[""features"", ""details"", ""description""]",3,5,6,-1,True
public_0053,buying,1,leather,features,True,"[""features"", ""details"", ""description""]",3,4,4,0,True
public_0053,buying,1,leather,details,True,"[""features"", ""details"", ""description""]",3,not_retrieved,390,,True
public_0053,buying,1,leather,description,True,"[""features"", ""details"", ""description""]",3,2,1,1,True
public_0053,buying,1,leather,categories,False,"[""features"", ""details"", ""description""]",3,9,9,0,True
public_0053,buying,1,leather,store,False,"[""features"", ""details"", ""description""]",3,not_retrieved,not_retrieved,,True
public_0053,buying,1,leather,price,False,"[""features"", ""details"", ""description""]",3,not_retrieved,not_retrieved,,True
public_0053,buying,2,color: black,title,False,"[""details""]",1,5,6,-1,True
public_0053,buying,2,color: black,features,False,"[""details""]",1,4,5,-1,True
public_0053,buying,2,color: black,details,True,"[""details""]",1,not_retrieved,112,,True
public_0053,buying,2,color: black,description,False,"[""details""]",1,2,2,0,True
public_0053,buying,2,color: black,categories,False,"[""details""]",1,9,9,0,True
public_0053,buying,2,color: black,store,False,"[""details""]",1,not_retrieved,not_retrieved,,True
public_0053,buying,2,color: black,price,False,"[""details""]",1,not_retrieved,not_retrieved,,True
public_0053,buying,3,Leather lining,title,False,"[""features""]",1,5,6,-1,True
public_0053,buying,3,Leather lining,features,True,"[""features""]",1,4,3,1,True
public_0053,buying,3,Leather lining,details,False,"[""features""]",1,not_retrieved,413,,True
public_0053,buying,3,Leather lining,description,False,"[""features""]",1,2,2,0,True
public_0053,buying,3,Leather lining,categories,False,"[""features""]",1,9,9,0,True
public_0053,buying,3,Leather lining,store,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0053,buying,3,Leather lining,price,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0053,buying,4,Dry Cloth Clean,title,False,"[""features""]",1,5,5,0,True
public_0053,buying,4,Dry Cloth Clean,features,True,"[""features""]",1,4,4,0,True
public_0053,buying,4,Dry Cloth Clean,details,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0053,buying,4,Dry Cloth Clean,description,False,"[""features""]",1,2,4,-2,True
public_0053,buying,4,Dry Cloth Clean,categories,False,"[""features""]",1,9,9,0,True
public_0053,buying,4,Dry Cloth Clean,store,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0053,buying,4,Dry Cloth Clean,price,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0054,buying,1,fabric,title,False,"[""features""]",1,13087,13171,-84,True
public_0054,buying,1,fabric,features,True,"[""features""]",1,not_retrieved,4631,,True
public_0054,buying,1,fabric,details,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0054,buying,1,fabric,description,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0054,buying,1,fabric,categories,False,"[""features""]",1,256,256,0,True
public_0054,buying,1,fabric,store,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0054,buying,1,fabric,price,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0054,buying,2,Soft Fabric,title,False,"[""features""]",1,13087,14054,-967,True
public_0054,buying,2,Soft Fabric,features,True,"[""features""]",1,not_retrieved,1489,,True
public_0054,buying,2,Soft Fabric,details,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0054,buying,2,Soft Fabric,description,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0054,buying,2,Soft Fabric,categories,False,"[""features""]",1,256,256,0,True
public_0054,buying,2,Soft Fabric,store,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0054,buying,2,Soft Fabric,price,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0054,buying,3,Pull On closure,title,False,"[""features""]",1,13087,14404,-1317,True
public_0054,buying,3,Pull On closure,features,True,"[""features""]",1,not_retrieved,6733,,True
public_0054,buying,3,Pull On closure,details,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0054,buying,3,Pull On closure,description,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0054,buying,3,Pull On closure,categories,False,"[""features""]",1,256,256,0,True
public_0054,buying,3,Pull On closure,store,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0054,buying,3,Pull On closure,price,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0054,buying,4,Machine Wash,title,False,"[""features""]",1,13087,13128,-41,True
public_0054,buying,4,Machine Wash,features,True,"[""features""]",1,not_retrieved,10333,,True
public_0054,buying,4,Machine Wash,details,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0054,buying,4,Machine Wash,description,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0054,buying,4,Machine Wash,categories,False,"[""features""]",1,256,256,0,True
public_0054,buying,4,Machine Wash,store,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0054,buying,4,Machine Wash,price,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0055,browsing,1,100% Croslite Foam,title,False,"[""features""]",1,107,168,-61,True
public_0055,browsing,1,100% Croslite Foam,features,True,"[""features""]",1,26,1,25,True
public_0055,browsing,1,100% Croslite Foam,details,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0055,browsing,1,100% Croslite Foam,description,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0055,browsing,1,100% Croslite Foam,categories,False,"[""features""]",1,316,316,0,True
public_0055,browsing,1,100% Croslite Foam,store,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0055,browsing,1,100% Croslite Foam,price,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0055,browsing,2,Imported,title,False,"[""features""]",1,107,110,-3,True
public_0055,browsing,2,Imported,features,True,"[""features""]",1,26,23,3,True
public_0055,browsing,2,Imported,details,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0055,browsing,2,Imported,description,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0055,browsing,2,Imported,categories,False,"[""features""]",1,316,316,0,True
public_0055,browsing,2,Imported,store,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0055,browsing,2,Imported,price,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0055,browsing,3,Ethylene Vinyl Acetate sole,title,False,"[""features""]",1,107,190,-83,True
public_0055,browsing,3,Ethylene Vinyl Acetate sole,features,True,"[""features""]",1,26,145,-119,True
public_0055,browsing,3,Ethylene Vinyl Acetate sole,details,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0055,browsing,3,Ethylene Vinyl Acetate sole,description,False,"[""features""]",1,not_retrieved,not_retrieved,,True
public_0055,browsing,3,Ethylene Vinyl Acetate sole,categories,False,"[""features""]",1,316,316,0,True
public_0055,browsing,3,Ethylene Vinyl Acetate sole,store,False,"[""features""]",1,not_retrieved,not_retrieved,,True
