sample_id,scenario_type,constraint_count,constraint_position,exact_phrase_candidates,all_token_candidates,token_overlap_candidates,target_exact_phrase_match,target_all_token_match,target_token_overlap_match,oracle_only
public_0098,browsing,1,1,8,393,12135,True,True,True,True
public_0098,browsing,2,2,1,57,10667,True,True,True,True
public_0098,browsing,3,3,1,17,12524,True,True,True,True
public_0098,browsing,4,4,1,4,10770,True,True,True,True
public_0099,browsing,0,category_only,127,1494,3246,True,True,True,True
public_0099,browsing,1,1,61,547,10722,True,True,True,True
public_0099,browsing,2,2,5,213,8396,True,True,True,True
public_0099,browsing,3,3,5,102,9016,True,True,True,True
public_0099,browsing,4,4,4,48,9047,True,True,True,True
public_0100,browsing,0,category_only,665,4490,14960,True,True,True,True
public_0100,browsing,1,1,410,1578,10412,True,True,True,True
public_0100,browsing,2,2,224,1273,10600,True,True,True,True
public_0100,browsing,3,3,33,472,9887,True,True,True,True
public_0100,browsing,4,4,3,112,9021,True,True,True,True
public_0101,buying,0,category_only,31,181,328,True,True,True,True
public_0101,buying,1,1,14,78,10987,True,True,True,True
public_0101,buying,2,2,0,9,7432,False,True,True,True
public_0101,buying,3,3,0,6,6768,False,True,True,True
public_0101,buying,4,4,0,3,7559,False,True,True,True
public_0102,browsing,0,category_only,231,925,3623,True,True,True,True
public_0102,browsing,1,1,110,259,8219,True,True,True,True
public_0102,browsing,2,2,1,33,4084,True,True,True,True
public_0102,browsing,3,3,1,11,2081,True,True,True,True
public_0102,browsing,4,4,1,9,2576,True,True,True,True
public_0103,intent_override,0,category_only,48,423,785,True,True,True,True
public_0103,intent_override,1,1,35,230,9968,True,True,True,True
public_0103,intent_override,2,2,1,17,8124,False,False,True,True
public_0103,intent_override,3,3,0,17,9139,False,False,True,True
public_0103,intent_override,4,4,0,6,9351,False,False,True,True
public_0104,boundary,0,category_only,55,832,1238,True,True,True,True
public_0104,boundary,1,1,3,45,8287,True,True,True,True
public_0104,boundary,2,2,1,12,7386,True,True,True,True
public_0104,boundary,3,3,1,5,6136,True,True,True,True
public_0104,boundary,4,4,1,2,5595,True,True,True,True
public_0105,browsing,0,category_only,129,22262,32522,True,True,True,True
public_0105,browsing,1,1,63,5472,27674,True,True,True,True
public_0105,browsing,2,2,5,886,15358,True,True,True,True
public_0105,browsing,3,3,1,312,17145,True,True,True,True
public_0105,browsing,4,4,1,127,16840,True,True,True,True
public_0106,buying,0,category_only,52,1078,1799,True,True,True,True
public_0106,buying,1,1,30,436,10417,True,True,True,True
public_0106,buying,2,2,4,336,8328,True,True,True,True
public_0106,buying,3,3,3,262,10714,True,True,True,True
public_0106,buying,4,4,1,169,12084,True,True,True,True
public_0107,buying,0,category_only,9,394,760,True,True,True,True
public_0107,buying,1,1,4,57,10112,True,True,True,True
public_0107,buying,2,2,1,21,6555,True,True,True,True
public_0107,buying,3,3,1,9,7885,True,True,True,True
public_0107,buying,4,4,1,7,10051,True,True,True,True
public_0108,buying,0,category_only,28,3053,5714,True,True,True,True
public_0108,buying,1,1,3,1137,11691,True,True,True,True
public_0108,buying,2,2,1,200,8810,True,True,True,True
public_0108,buying,3,3,1,84,9692,True,True,True,True
public_0108,buying,4,4,1,40,9601,True,True,True,True
public_0109,buying,0,category_only,1357,6551,6551,True,True,True,True
public_0109,buying,1,1,248,1973,13253,True,True,True,True
public_0109,buying,2,2,1,187,7827,True,True,True,True
public_0109,buying,3,3,1,94,10189,True,True,True,True
public_0109,buying,4,4,1,34,10214,True,True,True,True
public_0110,browsing,0,category_only,276,1765,3580,True,True,True,True
public_0110,browsing,1,1,73,126,2376,True,True,True,True
public_0110,browsing,2,2,1,36,1847,True,True,True,True
public_0110,browsing,3,3,1,12,4073,True,True,True,True
public_0110,browsing,4,4,1,11,4446,True,True,True,True
public_0111,buying,0,category_only,380,583,1336,True,True,True,True
public_0111,buying,1,1,108,184,11283,True,True,True,True
public_0111,buying,2,2,1,24,6725,True,True,True,True
public_0111,buying,3,3,1,11,8801,True,True,True,True
public_0111,buying,4,4,1,8,9669,True,True,True,True
public_0112,boundary,0,category_only,370,1847,5554,True,True,True,True
public_0112,boundary,1,1,78,366,8981,True,True,True,True
public_0112,boundary,2,2,6,344,9172,True,True,True,True
public_0112,boundary,3,3,1,196,10957,True,True,True,True
public_0112,boundary,4,4,1,191,18989,True,True,True,True
public_0113,browsing,0,category_only,548,13893,49997,True,True,True,True
public_0113,browsing,1,1,5,115,15175,True,True,True,True
public_0113,browsing,2,2,3,63,12673,True,True,True,True
public_0113,browsing,3,3,1,42,12146,True,True,True,True
public_0113,browsing,4,4,1,29,11293,True,True,True,True
public_0114,buying,0,category_only,1031,9878,20218,True,True,True,True
public_0114,buying,1,1,587,4281,14605,True,True,True,True
public_0114,buying,2,2,1,2086,22573,True,True,True,True
public_0114,buying,3,3,1,704,22200,True,True,True,True
public_0114,buying,4,4,1,618,20715,True,True,True,True
public_0115,browsing,0,category_only,178,798,1870,True,True,True,True
public_0115,browsing,1,1,39,97,1965,True,True,True,True
public_0115,browsing,2,2,17,57,1493,True,True,True,True
public_0115,browsing,3,3,10,28,2354,True,True,True,True
public_0115,browsing,4,4,5,18,4466,True,True,True,True
public_0116,buying,0,category_only,1031,9878,20218,True,True,True,True
public_0116,buying,1,1,22,762,16999,True,True,True,True
public_0116,buying,2,2,17,342,13171,True,True,True,True
public_0116,buying,3,3,1,113,15151,True,True,True,True
public_0116,buying,4,4,1,67,10879,True,True,True,True
public_0117,buying,0,category_only,548,13893,49997,True,True,True,True
public_0117,buying,1,1,8,4218,14831,True,True,True,True
public_0117,buying,2,2,1,796,18510,True,True,True,True
public_0117,buying,3,3,1,472,16586,True,True,True,True
public_0117,buying,4,4,1,369,15758,True,True,True,True
public_0118,buying,0,category_only,199,968,2145,True,True,True,True
public_0118,buying,1,1,48,78,3500,True,True,True,True
public_0118,buying,2,2,3,70,3322,True,True,True,True
public_0118,buying,3,3,1,27,3728,True,True,True,True
public_0118,buying,4,4,1,12,3822,True,True,True,True
public_0119,buying,0,category_only,101,893,2431,True,True,True,True
public_0119,buying,1,1,1,13,1085,True,True,True,True
public_0119,buying,2,2,1,3,1770,True,True,True,True
public_0119,buying,3,3,1,1,2003,True,True,True,True
public_0119,buying,4,4,1,1,1590,True,True,True,True
public_0120,browsing,0,category_only,349,526,682,True,True,True,True
public_0120,browsing,1,1,271,361,7665,True,True,True,True
public_0120,browsing,2,2,9,77,6114,False,True,True,True
public_0120,browsing,3,3,4,73,5825,False,True,True,True
public_0120,browsing,4,4,1,20,5522,False,True,True,True
public_0121,browsing,0,category_only,231,925,3623,True,True,True,True
public_0121,browsing,1,1,112,221,3314,True,True,True,True
public_0121,browsing,2,2,0,18,4561,False,True,True,True
public_0121,browsing,3,3,0,8,3101,False,True,True,True
public_0121,browsing,4,4,0,7,6200,False,True,True,True
public_0122,browsing,0,category_only,129,22262,32522,False,True,True,True
public_0122,browsing,1,1,5,3715,28322,False,True,True,True
public_0122,browsing,2,2,0,826,15449,False,True,True,True
public_0122,browsing,3,3,0,392,17323,False,True,True,True
public_0122,browsing,4,4,0,252,16238,False,True,True,True
public_0123,intent_override,0,category_only,45,778,1218,True,True,True,True
public_0123,intent_override,1,1,17,78,1437,True,True,True,True
public_0123,intent_override,2,2,1,32,1011,True,True,True,True
public_0123,intent_override,3,3,1,12,1825,True,True,True,True
public_0123,intent_override,4,4,1,3,2115,True,True,True,True
public_0124,buying,0,category_only,385,792,1302,True,True,True,True
public_0124,buying,1,1,113,215,11461,True,True,True,True
public_0124,buying,2,2,1,5,5395,True,True,True,True
public_0124,buying,3,3,1,3,16325,True,True,True,True
public_0124,buying,4,4,1,2,15009,True,True,True,True
public_0125,intent_override,0,category_only,385,792,1302,True,True,True,True
public_0125,intent_override,1,1,12,233,5036,True,True,True,True
public_0125,intent_override,2,2,7,169,18945,True,True,True,True
public_0125,intent_override,3,3,3,117,18656,True,True,True,True
public_0125,intent_override,4,4,3,115,20708,True,True,True,True
public_0126,browsing,0,category_only,681,2400,4914,True,True,True,True
public_0126,browsing,1,1,318,1105,12179,True,True,True,True
public_0126,browsing,2,2,24,352,8955,True,True,True,True
public_0126,browsing,3,3,11,136,9826,True,True,True,True
public_0126,browsing,4,4,7,90,10860,True,True,True,True
public_0127,browsing,0,category_only,113,530,1835,True,True,True,True
public_0127,browsing,1,1,38,184,11230,True,True,True,True
public_0127,browsing,2,2,7,60,8595,True,True,True,True
public_0127,browsing,3,3,3,46,10059,True,True,True,True
public_0127,browsing,4,4,3,23,10481,True,True,True,True
public_0128,browsing,0,category_only,214,1461,1962,True,True,True,True
public_0128,browsing,1,1,1,639,7639,True,True,True,True
public_0128,browsing,2,2,0,173,6510,False,False,True,True
public_0128,browsing,3,3,0,146,8001,False,False,True,True
public_0128,browsing,4,4,0,102,8908,False,False,True,True
public_0129,buying,0,category_only,1,21914,32465,False,True,True,True
public_0129,buying,1,1,1,4859,25730,False,True,True,True
public_0129,buying,2,2,0,569,12857,False,True,True,True
public_0129,buying,3,3,0,198,14979,False,True,True,True
public_0129,buying,4,4,0,32,11989,False,True,True,True
public_0130,intent_override,0,category_only,45,343,547,True,True,True,True
public_0130,intent_override,1,1,33,197,9921,True,True,True,True
public_0130,intent_override,2,2,9,137,6734,True,True,True,True
public_0130,intent_override,3,3,5,67,8449,True,True,True,True
public_0130,intent_override,4,4,1,27,8773,True,True,True,True
public_0131,boundary,0,category_only,24,835,1491,True,True,True,True
public_0131,boundary,1,1,12,424,10186,True,True,True,True
public_0131,boundary,2,2,1,300,6503,True,True,True,True
public_0131,boundary,3,3,1,93,7693,True,True,True,True
public_0131,boundary,4,4,1,88,10041,True,True,True,True
public_0132,buying,0,category_only,548,13893,49997,True,True,True,True
public_0132,buying,1,1,73,578,23090,True,True,True,True
public_0132,buying,2,2,1,146,16217,True,True,True,True
public_0132,buying,3,3,1,56,16995,True,True,True,True
public_0132,buying,4,4,1,3,16303,True,True,True,True
public_0133,buying,0,category_only,522,1098,2158,True,True,True,True
public_0133,buying,1,1,167,267,16131,True,True,True,True
public_0133,buying,2,2,0,34,4780,False,True,True,True
public_0133,buying,3,3,0,23,2613,False,True,True,True
public_0133,buying,4,4,0,23,1383,False,True,True,True
public_0134,browsing,0,category_only,37,3832,6801,True,True,True,True
public_0134,browsing,1,1,1,94,4151,True,True,True,True
public_0134,browsing,2,2,1,88,6233,True,True,True,True
public_0134,browsing,3,3,1,84,9090,True,True,True,True
public_0134,browsing,4,4,1,84,12360,True,True,True,True
public_0135,buying,0,category_only,548,13893,49997,True,True,True,True
public_0135,buying,1,1,37,738,24039,True,True,True,True
public_0135,buying,2,2,22,501,22476,True,True,True,True
public_0135,buying,3,3,15,200,21678,True,True,True,True
public_0135,buying,4,4,1,16,16086,True,True,True,True
public_0136,buying,0,category_only,294,2538,5532,True,True,True,True
public_0136,buying,1,1,122,768,7385,True,True,True,True
public_0136,buying,2,2,9,298,5372,True,True,True,True
public_0136,buying,3,3,6,124,6050,True,True,True,True
public_0136,buying,4,4,3,53,6356,True,True,True,True
public_0137,browsing,0,category_only,0,6420,24399,False,True,True,True
public_0137,browsing,1,1,0,1481,14714,False,True,True,True
public_0137,browsing,2,2,0,610,11145,False,True,True,True
public_0137,browsing,3,3,0,108,11572,False,True,True,True
public_0137,browsing,4,4,0,69,12796,False,True,True,True
public_0138,browsing,0,category_only,519,1792,3026,True,True,True,True
public_0138,browsing,1,1,141,252,2804,True,True,True,True
public_0138,browsing,2,2,42,144,1677,True,True,True,True
public_0138,browsing,3,3,27,92,4888,True,True,True,True
public_0138,browsing,4,4,1,33,5470,True,True,True,True
public_0139,browsing,0,category_only,680,3567,6311,True,True,True,True
public_0139,browsing,1,1,239,1206,11036,True,True,True,True
public_0139,browsing,2,2,1,731,11743,True,True,True,True
public_0139,browsing,3,3,1,711,15619,True,True,True,True
public_0139,browsing,4,4,1,142,14001,True,True,True,True
public_0140,browsing,0,category_only,78,136,225,True,True,True,True
public_0140,browsing,1,1,58,93,10927,True,True,True,True
public_0140,browsing,2,2,4,60,11051,True,True,True,True
public_0140,browsing,3,3,4,47,10973,True,True,True,True
public_0140,browsing,4,4,4,39,10239,True,True,True,True
public_0141,browsing,0,category_only,14,3840,6816,True,True,True,True
public_0141,browsing,1,1,1,1308,8173,True,True,True,True
public_0141,browsing,2,2,0,326,7522,False,False,True,True
public_0141,browsing,3,3,0,250,9098,False,False,True,True
public_0141,browsing,4,4,0,167,8911,False,False,True,True
public_0142,intent_override,0,category_only,126,763,1564,True,True,True,True
public_0142,intent_override,1,1,1,210,3408,True,True,True,True
public_0142,intent_override,2,2,1,103,5172,True,True,True,True
public_0142,intent_override,3,3,1,79,7063,True,True,True,True
public_0142,intent_override,4,4,1,79,10230,True,True,True,True
public_0143,buying,0,category_only,114,2567,7484,True,True,True,True
public_0143,buying,1,1,21,184,3647,True,True,True,True
public_0143,buying,2,2,1,34,2426,True,True,True,True
public_0143,buying,3,3,1,19,3429,True,True,True,True
public_0143,buying,4,4,1,4,4253,True,True,True,True
public_0144,intent_override,0,category_only,101,473,1991,True,True,True,True
public_0144,intent_override,1,1,47,249,11108,True,True,True,True
public_0144,intent_override,2,2,35,183,11909,True,True,True,True
public_0144,intent_override,3,3,28,100,10570,True,True,True,True
public_0144,intent_override,4,4,20,61,10907,True,True,True,True
public_0145,buying,0,category_only,276,1765,3580,True,True,True,True
public_0145,buying,1,1,96,611,10929,True,True,True,True
public_0145,buying,2,2,2,104,9544,False,True,True,True
public_0145,buying,3,3,2,104,11125,False,True,True,True
public_0145,buying,4,4,0,39,9663,False,True,True,True
public_0146,buying,0,category_only,126,22445,32792,False,True,True,True
public_0146,buying,1,1,9,934,22775,False,True,True,True
public_0146,buying,2,2,0,138,10800,False,True,True,True
public_0146,buying,3,3,0,62,12433,False,True,True,True
public_0146,buying,4,4,0,11,10438,False,True,True,True
public_0147,browsing,0,category_only,770,1697,1907,True,True,True,True
public_0147,browsing,1,1,191,577,10895,True,True,True,True
public_0147,browsing,2,2,1,192,8997,True,True,True,True
public_0147,browsing,3,3,1,99,9890,True,True,True,True
public_0147,browsing,4,4,1,46,10067,True,True,True,True
public_0148,buying,0,category_only,24,168,615,True,True,True,True
public_0148,buying,1,1,15,93,9850,True,True,True,True
public_0148,buying,2,2,1,60,7432,True,True,True,True
public_0148,buying,3,3,1,31,8576,True,True,True,True
public_0148,buying,4,4,1,9,9559,True,True,True,True
public_0149,buying,0,category_only,176,2048,4003,True,True,True,True
public_0149,buying,1,1,21,229,9319,True,True,True,True
public_0149,buying,2,2,2,89,8231,False,True,True,True
public_0149,buying,3,3,2,17,6459,False,True,True,True
public_0149,buying,4,4,0,0,4192,False,False,True,True
public_0150,browsing,0,category_only,14,275,740,True,True,True,True
public_0150,browsing,1,1,7,156,11003,True,True,True,True
public_0150,browsing,2,2,3,48,7644,True,True,True,True
public_0150,browsing,3,3,1,28,6885,True,True,True,True
public_0150,browsing,4,4,1,10,8253,True,True,True,True
public_0151,browsing,0,category_only,47,1364,3408,True,True,True,True
public_0151,browsing,1,1,42,373,8491,True,True,True,True
public_0151,browsing,2,2,22,177,7362,True,True,True,True
public_0151,browsing,3,3,15,129,9706,True,True,True,True
public_0151,browsing,4,4,1,58,7859,True,True,True,True
public_0152,buying,0,category_only,1034,1275,1672,True,True,True,True
public_0152,buying,1,1,289,365,8410,True,True,True,True
public_0152,buying,2,2,2,52,6705,False,True,True,True
public_0152,buying,3,3,0,32,6437,False,True,True,True
public_0152,buying,4,4,0,26,6451,False,True,True,True
public_0153,browsing,0,category_only,382,1213,2066,True,True,True,True
public_0153,browsing,1,1,220,588,8125,True,True,True,True
public_0153,browsing,2,2,3,355,7768,True,True,True,True
public_0153,browsing,3,3,3,243,7863,True,True,True,True
public_0153,browsing,4,4,1,139,7351,True,True,True,True
public_0154,buying,0,category_only,231,925,3623,True,True,True,True
public_0154,buying,1,1,35,207,10493,True,True,True,True
public_0154,buying,2,2,1,17,8760,False,False,True,True
public_0154,buying,3,3,0,5,9022,False,False,True,True
public_0154,buying,4,4,0,3,8363,False,False,True,True
public_0155,buying,0,category_only,66,969,1543,True,True,True,True
public_0155,buying,1,1,15,306,11547,True,True,True,True
public_0155,buying,2,2,5,213,12117,True,True,True,True
public_0155,buying,3,3,3,90,10607,True,True,True,True
public_0155,buying,4,4,1,29,10626,True,True,True,True
public_0156,buying,0,category_only,19,693,1591,True,True,True,True
public_0156,buying,1,1,1,201,5493,True,True,True,True
public_0156,buying,2,2,0,39,4746,False,False,True,True
public_0156,buying,3,3,0,37,10469,False,False,True,True
public_0156,buying,4,4,0,1,7807,False,False,True,True
public_0157,buying,0,category_only,232,852,2455,True,True,True,True
public_0157,buying,1,1,23,92,3370,True,True,True,True
public_0157,buying,2,2,23,92,2838,True,True,True,True
public_0157,buying,3,3,16,34,4483,True,True,True,True
public_0157,buying,4,4,1,13,3100,True,True,True,True
public_0158,browsing,0,category_only,99,9675,15005,True,True,True,True
public_0158,browsing,1,1,1,2481,18470,True,True,True,True
public_0158,browsing,2,2,1,2119,18480,True,True,True,True
public_0158,browsing,3,3,1,903,17010,True,True,True,True
public_0158,browsing,4,4,1,804,16865,True,True,True,True
public_0159,buying,0,category_only,68,991,1986,True,True,True,True
public_0159,buying,1,1,40,406,10360,True,True,True,True
public_0159,buying,2,2,5,169,7959,True,True,True,True
public_0159,buying,3,3,3,84,8636,True,True,True,True
public_0159,buying,4,4,1,26,8661,True,True,True,True
public_0160,buying,0,category_only,57,573,3467,True,True,True,True
public_0160,buying,1,1,19,118,9130,True,True,True,True
public_0160,buying,2,2,5,42,7452,True,True,True,True
public_0160,buying,3,3,1,35,8692,True,True,True,True
public_0160,buying,4,4,1,35,13658,True,True,True,True
public_0161,buying,0,category_only,680,3567,6311,True,True,True,True
public_0161,buying,1,1,389,2046,11296,True,True,True,True
public_0161,buying,2,2,98,1488,10310,True,True,True,True
public_0161,buying,3,3,25,683,9367,True,True,True,True
public_0161,buying,4,4,19,473,10353,True,True,True,True
public_0162,browsing,0,category_only,126,22445,32792,False,True,True,True
public_0162,browsing,1,1,11,245,22678,False,True,True,True
public_0162,browsing,2,2,1,75,9957,False,True,True,True
public_0162,browsing,3,3,0,21,11572,False,True,True,True
public_0162,browsing,4,4,0,6,9599,False,True,True,True
public_0163,buying,0,category_only,370,1847,5554,True,True,True,True
public_0163,buying,1,1,67,452,10070,True,True,True,True
public_0163,buying,2,2,41,170,8336,True,True,True,True
public_0163,buying,3,3,1,87,6286,True,True,True,True
public_0163,buying,4,4,1,76,10879,True,True,True,True
public_0164,browsing,0,category_only,93,1256,1369,True,True,True,True
public_0164,browsing,1,1,48,373,8383,True,True,True,True
public_0164,browsing,2,2,0,134,7654,False,True,True,True
public_0164,browsing,3,3,0,41,7285,False,True,True,True
public_0164,browsing,4,4,0,15,7580,False,True,True,True
public_0165,buying,0,category_only,93,1256,1369,True,True,True,True
public_0165,buying,1,1,48,373,8383,True,True,True,True
public_0165,buying,2,2,1,136,6008,True,True,True,True
public_0165,buying,3,3,1,120,8821,True,True,True,True
public_0165,buying,4,4,1,113,9560,True,True,True,True
public_0166,intent_override,0,category_only,5,1344,3683,True,True,True,True
public_0166,intent_override,1,1,1,792,15558,True,True,True,True
public_0166,intent_override,2,2,1,146,12950,True,True,True,True
public_0166,intent_override,3,3,1,110,14367,True,True,True,True
public_0166,intent_override,4,4,1,108,18036,True,True,True,True
public_0167,browsing,0,category_only,166,1265,3718,True,True,True,True
public_0167,browsing,1,1,56,477,16088,True,True,True,True
public_0167,browsing,2,2,18,176,10030,True,True,True,True
public_0167,browsing,3,3,12,98,13341,True,True,True,True
public_0167,browsing,4,4,1,72,14201,True,True,True,True
public_0168,buying,0,category_only,51,975,1784,True,True,True,True
public_0168,buying,1,1,1,149,2252,True,True,True,True
public_0168,buying,2,2,1,146,7855,True,True,True,True
public_0168,buying,3,3,1,141,8900,True,True,True,True
public_0168,buying,4,4,1,141,12529,True,True,True,True
public_0169,boundary,0,category_only,9,22390,32848,False,True,True,True
public_0169,boundary,1,1,7,3845,28320,False,True,True,True
public_0169,boundary,2,2,0,303,15283,False,True,True,True
public_0169,boundary,3,3,0,171,17102,False,True,True,True
public_0169,boundary,4,4,0,119,15660,False,True,True,True
public_0170,browsing,0,category_only,110,3295,9659,True,True,True,True
public_0170,browsing,1,1,58,780,10015,True,True,True,True
public_0170,browsing,2,2,29,639,10222,True,True,True,True
public_0170,browsing,3,3,1,407,16870,True,True,True,True
public_0170,browsing,4,4,1,163,15285,True,True,True,True
public_0171,buying,0,category_only,199,968,2145,True,True,True,True
public_0171,buying,1,1,48,78,3500,True,True,True,True
public_0171,buying,2,2,15,21,3064,True,True,True,True
public_0171,buying,3,3,8,10,4988,True,True,True,True
public_0171,buying,4,4,2,7,3402,True,True,True,True
public_0172,browsing,0,category_only,1031,9878,20218,True,True,True,True
public_0172,browsing,1,1,43,878,18775,True,True,True,True
public_0172,browsing,2,2,15,615,16152,True,True,True,True
public_0172,browsing,3,3,11,224,16185,True,True,True,True
public_0172,browsing,4,4,2,26,15212,True,True,True,True
public_0173,browsing,0,category_only,169,8632,18878,True,True,True,True
public_0173,browsing,1,1,55,1266,16041,True,True,True,True
public_0173,browsing,2,2,45,395,13237,True,True,True,True
public_0173,browsing,3,3,1,126,12792,True,True,True,True
public_0173,browsing,4,4,1,118,13348,True,True,True,True
public_0174,buying,0,category_only,179,990,1916,True,True,True,True
public_0174,buying,1,1,79,376,11498,True,True,True,True
public_0174,buying,2,2,46,242,12083,True,True,True,True
public_0174,buying,3,3,21,104,10686,True,True,True,True
public_0174,buying,4,4,12,29,10704,True,True,True,True
public_0175,browsing,0,category_only,10,10234,17458,False,True,True,True
public_0175,browsing,1,1,7,2865,17144,False,True,True,True
public_0175,browsing,2,2,1,2175,15039,False,True,True,True
public_0175,browsing,3,3,0,1072,13901,False,True,True,True
public_0175,browsing,4,4,0,236,13811,False,True,True,True
public_0176,browsing,0,category_only,26,1309,2516,True,True,True,True
public_0176,browsing,1,1,6,517,11676,True,True,True,True
public_0176,browsing,2,2,1,14,5877,True,True,True,True
public_0176,browsing,3,3,1,6,8724,True,True,True,True
public_0176,browsing,4,4,1,6,8366,True,True,True,True
public_0177,intent_override,0,category_only,0,3307,4475,False,True,True,True
public_0177,intent_override,1,1,0,1501,11581,False,True,True,True
public_0177,intent_override,2,2,0,1020,10753,False,True,True,True
public_0177,intent_override,3,3,0,394,9291,False,True,True,True
public_0177,intent_override,4,4,0,91,9939,False,True,True,True
public_0178,buying,0,category_only,1357,6551,6551,True,True,True,True
public_0178,buying,1,1,1071,3659,12667,True,True,True,True
public_0178,buying,2,2,1,366,10018,False,True,True,True
public_0178,buying,3,3,0,291,10566,False,True,True,True
public_0178,buying,4,4,0,219,17732,False,True,True,True
public_0179,buying,0,category_only,519,1792,3026,True,True,True,True
public_0179,buying,1,1,223,487,6920,True,True,True,True
public_0179,buying,2,2,141,487,5808,True,True,True,True
public_0179,buying,3,3,5,303,15434,True,True,True,True
public_0179,buying,4,4,1,192,15311,True,True,True,True
public_0180,boundary,0,category_only,1031,9878,20218,True,True,True,True
public_0180,boundary,1,1,10,1179,17725,True,True,True,True
public_0180,boundary,2,2,6,500,16436,True,True,True,True
public_0180,boundary,3,3,6,337,13129,True,True,True,True
public_0180,boundary,4,4,1,5,9484,True,True,True,True
public_0181,browsing,0,category_only,85,867,1983,True,True,True,True
public_0181,browsing,1,1,45,363,11388,True,True,True,True
public_0181,browsing,2,2,1,108,10007,True,True,True,True
public_0181,browsing,3,3,1,46,9198,True,True,True,True
public_0181,browsing,4,4,1,32,7558,True,True,True,True
public_0182,browsing,0,category_only,32,434,730,True,True,True,True
public_0182,browsing,1,1,1,188,7577,True,True,True,True
public_0182,browsing,2,2,1,88,7405,True,True,True,True
public_0182,browsing,3,3,1,61,9996,True,True,True,True
public_0182,browsing,4,4,1,42,9726,True,True,True,True
public_0183,intent_override,0,category_only,50,937,1860,True,True,True,True
public_0183,intent_override,1,1,33,514,11307,True,True,True,True
public_0183,intent_override,2,2,17,380,11973,True,True,True,True
public_0183,intent_override,3,3,2,126,11564,True,True,True,True
public_0183,intent_override,4,4,1,66,10476,True,True,True,True
public_0184,browsing,0,category_only,522,1098,2158,True,True,True,True
public_0184,browsing,1,1,24,38,3670,True,True,True,True
public_0184,browsing,2,2,0,7,4732,False,False,True,True
public_0184,browsing,3,3,0,4,3226,False,False,True,True
public_0184,browsing,4,4,0,3,2904,False,False,True,True
public_0185,buying,0,category_only,28,818,1381,True,True,True,True
public_0185,buying,1,1,14,324,10269,True,True,True,True
public_0185,buying,2,2,1,171,7125,True,True,True,True
public_0185,buying,3,3,1,72,8647,True,True,True,True
public_0185,buying,4,4,1,27,9360,True,True,True,True
public_0186,intent_override,0,category_only,522,1644,3536,True,True,True,True
public_0186,intent_override,1,1,142,439,8474,True,True,True,True
public_0186,intent_override,2,2,109,312,9133,True,True,True,True
public_0186,intent_override,3,3,1,86,8452,True,True,True,True
public_0186,intent_override,4,4,1,30,7635,True,True,True,True
public_0187,boundary,0,category_only,665,4490,14960,True,True,True,True
public_0187,boundary,1,1,410,1578,10412,True,True,True,True
public_0187,boundary,2,2,224,1273,10600,True,True,True,True
public_0187,boundary,3,3,30,1251,10118,True,True,True,True
public_0187,boundary,4,4,1,494,10516,True,True,True,True
public_0188,buying,0,category_only,271,805,1781,True,True,True,True
public_0188,buying,1,1,147,458,7847,True,True,True,True
public_0188,buying,2,2,1,275,4867,True,True,True,True
public_0188,buying,3,3,1,93,6454,True,True,True,True
public_0188,buying,4,4,1,48,6160,True,True,True,True
public_0189,buying,0,category_only,48,1577,3674,True,True,True,True
public_0189,buying,1,1,31,688,10664,True,True,True,True
public_0189,buying,2,2,0,129,9832,False,True,True,True
public_0189,buying,3,3,0,93,10382,False,True,True,True
public_0189,buying,4,4,0,30,10335,False,True,True,True
public_0190,buying,0,category_only,31,181,328,True,True,True,True
public_0190,buying,1,1,14,78,10987,True,True,True,True
public_0190,buying,2,2,1,28,6703,True,True,True,True
public_0190,buying,3,3,1,14,8454,True,True,True,True
public_0190,buying,4,4,1,8,9198,True,True,True,True
public_0191,browsing,0,category_only,10,10931,16842,False,True,True,True
public_0191,browsing,1,1,0,465,11933,False,True,True,True
public_0191,browsing,2,2,0,135,11657,False,True,True,True
public_0191,browsing,3,3,0,56,11202,False,True,True,True
public_0191,browsing,4,4,0,44,11728,False,True,True,True
public_0192,boundary,0,category_only,132,807,3450,True,True,True,True
public_0192,boundary,1,1,1,13,2599,True,True,True,True
public_0192,boundary,2,2,0,2,2620,False,True,True,True
public_0192,boundary,3,3,0,2,3385,False,True,True,True
public_0192,boundary,4,4,0,1,1974,False,True,True,True
public_0193,buying,0,category_only,127,1340,3416,True,True,True,True
public_0193,buying,1,1,38,327,9688,True,True,True,True
public_0193,buying,2,2,0,105,6402,False,False,True,True
public_0193,buying,3,3,0,7,4623,False,False,True,True
public_0193,buying,4,4,0,4,4613,False,False,True,True
public_0194,buying,0,category_only,680,3567,6311,True,True,True,True
public_0194,buying,1,1,93,290,4541,True,True,True,True
public_0194,buying,2,2,15,146,2731,True,True,True,True
public_0194,buying,3,3,10,103,5834,True,True,True,True
public_0194,buying,4,4,6,46,5818,True,True,True,True
public_0195,browsing,0,category_only,681,2400,4914,True,True,True,True
public_0195,browsing,1,1,57,171,3493,True,True,True,True
public_0195,browsing,2,2,18,102,4096,True,True,True,True
public_0195,browsing,3,3,9,58,6206,True,True,True,True
public_0195,browsing,4,4,1,58,6043,True,True,True,True
public_0196,browsing,0,category_only,627,13937,49997,True,True,True,True
public_0196,browsing,1,1,248,6666,15136,True,True,True,True
public_0196,browsing,2,2,1,1726,21486,True,True,True,True
